RegulationID,ApplicationAreaID,RegulationProp,ApplicationAreaProp,LastChangedBy,LastChangeDate
EUR,CHILD,European Legislation on Skin Contact Materials,Child Care,Michael Jung,2017-12-01T11:47:36.721Z
